gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
abcd1	23	30	8	2	731.61	1463.22	95	1
abcd3a	18	57	3	10	654.39	1308.78	95	1
abcd4	12	43	1	5	609.84	1219.68	95	1
abce1	1	24	21	5	594	1188	95	1
abcf1	11	45	5	12	784.08	1568.16	95	1
abcf3	2	32	6	7	704.88	1409.76	95	1
abcg2a	19	24	13	10	642.51	1285.02	95	1
abcg2b	9	45	13	2	610.83	1221.66	95	1
abcg2d	17	36	7	6	662.3100000000001	1324.6200000000001	95	1
abcg4a	2	45	4	2	675.1800000000001	1350.3600000000001	95	1
abcg5	14	44	6	11	718.74	1437.48	95	1
abcg8	8	40	4	9	664.2900000000001	1328.5800000000002	95	1
abch1	11	33	7	3	752.4000000000001	1504.8000000000002	95	1
abhd10b	8	24	0	0	288.09000000000003	576.1800000000001	95	1
abhd11	4	27	1	4	307.89	615.78	95	1
abhd12	25	7	6	6	458.37	916.74	95	1
abhd13	3	37	0	6	348.48	696.96	95	1
abhd14a	1	29	0	3	263.34000000000003	526.6800000000001	95	1
abhd14b	12	18	4	4	276.21000000000004	552.4200000000001	95	1
abhd15a	14	22	3	9	497.97	995.94	95	1
abhd16a	19	27	1	2	585.09	1170.18	95	1
abhd17aa	4	35	2	5	373.23	746.46	95	1
abhd17ab	6	22	3	6	348.48	696.96	95	1
abhd17b	1	28	1	1	286.11	572.22	95	1
abhd17c	4	21	1	1	292.05	584.1	95	1
abhd18	7	21	2	2	453.42	906.84	95	1
abhd3	2	27	0	4	409.86	819.72	95	1
abhd4	9	37	4	4	361.35	722.7	95	1
abhd5a	14	16	5	5	371.25	742.5	95	1
abhd6b	3	23	2	5	337.59000000000003	675.1800000000001	95	1
abi1a	5	16	16	15	561.33	1122.66	95	1
abi3a	31	34	10	8	521.07	1042.14	95	1
abi3b	5	2	13	3	382.8	765.6	95	1
abitram	3	9	4	1	181.17000000000002	362.34000000000003	95	1
abl1	47	72	9	20	1192.29	2384.58	95	1
abl2	38	102	9	17	1252.68	2505.36	95	1
ablim1a	14	50	12	6	759	1518	95	1
ablim2	20	32	9	3	731.61	1463.22	95	1
ablim3	13	39	7	3	689.0400000000001	1378.0800000000002	95	1
abr	40	52	4	13	1256.3100000000002	2512.6200000000003	95	1
abraa	22	25	4	1	351.45	702.9	95	1
abracl	11	11	0	0	79.2	158.4	95	1
abraxas1	8	8	1	3	326.7	653.4	95	1
abraxas2	13	27	6	8	438.57	877.14	95	1
abt1	14	13	1	2	343.53000000000003	687.0600000000001	95	1
abtb1	9	25	4	5	472.23	944.46	95	1
abtb2b	30	95	7	19	1043.46	2086.92	95	1
acaa1	10	27	3	2	421.74	843.48	95	1
acaa2	8	23	0	7	393.03000000000003	786.0600000000001	95	1
acaca	29	168	7	22	2383.92	4767.84	95	1
acacb	51	169	6	17	2397.78	4795.56	95	1
acad11	21	59	5	8	762.3000000000001	1524.6000000000001	95	1
acad8	19	36	5	0	463.32000000000005	926.6400000000001	95	1
acad9	10	58	2	6	624.69	1249.38	95	1
acadl	23	23	7	6	433.62	867.24	95	1
acadm	8	41	0	3	420.75	841.5	95	1
acads	3	12	1	7	401.94	803.88	95	1
acadsb	14	39	3	6	428.67	857.34	95	1
acadvl	8	34	8	8	651.4200000000001	1302.8400000000001	95	1
acanb	84	98	16	23	1283.04	2566.08	95	1
acap1	21	43	4	4	754.38	1508.76	95	1
acat1	5	36	2	4	416.79	833.58	95	1
acat2	11	32	2	3	392.04	784.08	95	1
acbd3	12	36	1	1	539.5500000000001	1079.1000000000001	95	1
acbd4	9	22	17	9	406.89000000000004	813.7800000000001	95	1
acbd5a	14	18	9	4	488.07000000000005	976.1400000000001	95	1
acbd6	8	14	1	2	296.01	592.02	95	1
accs	39	73	13	14	959.3100000000001	1918.6200000000001	95	1
acd	59	67	13	5	562.32	1124.64	95	1
ace	60	85	13	12	1276.1100000000001	2552.2200000000003	95	1
ace2	56	49	10	12	806.85	1613.7	95	1
acer1	15	33	7	5	273.24	546.48	95	1
acer2	2	8	0	3	275.22	550.44	95	1
acer3	3	23	1	5	265.32	530.64	95	1
ache	14	40	3	6	616.77	1233.54	95	1
acin1a	93	145	19	18	1677.0600000000002	3354.1200000000003	95	1
acin1b	42	87	11	8	1261.26	2522.52	95	1
ackr4a	38	48	3	5	373.23	746.46	95	1
ackr4b	15	13	2	3	367.29	734.58	95	1
aclya	8	101	10	7	1082.0700000000002	2164.1400000000003	95	1
aclyb	22	71	1	10	1110.78	2221.56	95	1
acmsd	7	23	3	3	333.63	667.26	95	1
aco1	29	80	18	7	884.07	1768.14	95	1
aco2	31	85	6	18	774.1800000000001	1548.3600000000001	95	1
acod1	28	34	4	5	470.25	940.5	95	1
acot11b	7	44	1	4	572.22	1144.44	95	1
acot13	1	11	0	1	141.57	283.14	95	1
acot20	33	66	1	5	411.84000000000003	823.6800000000001	95	1
acot7	13	10	6	3	460.02000000000004	920.0400000000001	95	1
acot8	10	22	5	2	311.85	623.7	95	1
acot9.1	6	14	7	5	430.65000000000003	861.3000000000001	95	1
acox1	13	59	2	8	708.51	1417.02	95	1
acox3	21	35	10	4	686.07	1372.14	95	1
acp1	1	12	3	3	195.03	390.06	95	1
acp2	14	19	4	9	421.08000000000004	842.1600000000001	95	1
acp5a	30	34	4	8	346.5	693	95	1
acp6	18	21	1	7	421.74	843.48	95	1
acp7	8	18	5	3	435.6	871.2	95	1
acsbg2	44	68	5	10	759.33	1518.66	95	1
acsf2	26	36	9	14	625.35	1250.7	95	1
acsf3	30	47	0	0	577.1700000000001	1154.3400000000001	95	1
acsl1a	13	56	6	5	716.76	1433.52	95	1
acsl2	29	60	8	7	706.86	1413.72	95	1
acsl3a	27	36	9	11	711.8100000000001	1423.6200000000001	95	1
acsl3b	31	70	4	15	704.88	1409.76	95	1
acsl4a	30	39	8	12	705.87	1411.74	95	1
acsl5	20	49	6	11	677.1600000000001	1354.3200000000002	95	1
acsl6	15	33	4	4	715.77	1431.54	95	1
acss1	11	45	12	3	686.07	1372.14	95	1
acss2l	18	39	4	10	661.32	1322.64	95	1
acss3	22	45	10	4	686.07	1372.14	95	1
acta1b	0	12	0	0	374.22	748.44	95	1
acta2	0	19	0	1	374.22	748.44	95	1
actb1	0	29	1	7	372.24	744.48	95	1
actb2	1	9	1	1	372.24	744.48	95	1
actc1a	0	23	1	11	374.22	748.44	95	1
actl6a	1	31	2	6	425.70000000000005	851.4000000000001	95	1
actn1	4	48	5	5	935.22	1870.44	95	1
actn2b	8	58	2	4	886.0500000000001	1772.1000000000001	95	1
actn3b	3	32	5	9	889.0200000000001	1778.0400000000002	95	1
actn4	4	51	2	4	937.2	1874.4	95	1
actr1	0	17	5	5	373.23	746.46	95	1
actr10	2	29	1	8	414.81	829.62	95	1
actr5	24	35	5	12	622.71	1245.42	95	1
actr6	1	20	1	2	393.03000000000003	786.0600000000001	95	1
actr8	4	64	3	8	637.5600000000001	1275.1200000000001	95	1
acvr1l	3	53	1	6	501.93	1003.86	95	1
acvrl1	5	6	1	1	171.27	342.54	95	1
acyp1	9	2	0	0	111.87	223.74	95	1
ada	20	27	14	6	356.40000000000003	712.8000000000001	95	1
ada2a	31	33	9	7	501.93	1003.86	95	1
ada2b	16	21	7	5	499.95000000000005	999.9000000000001	95	1
adad1	46	56	15	8	548.46	1096.92	95	1
adad2	32	17	13	6	441.54	883.08	95	1
adal	18	30	4	3	345.51	691.02	95	1
adam10a	23	42	0	0	786.0600000000001	1572.1200000000001	95	1
adam11	24	48	10	7	771.5400000000001	1543.0800000000002	95	1
adam12	23	63	11	8	951.3900000000001	1902.7800000000002	95	1
adam15	8	21	13	12	982.4100000000001	1964.8200000000002	95	1
adam17a	33	43	8	8	771.21	1542.42	95	1
adam19a	22	52	7	10	950.4000000000001	1900.8000000000002	95	1
adam19b	35	44	19	6	866.58	1733.16	95	1
adam22	23	51	4	15	917.4000000000001	1834.8000000000002	95	1
adam8a	55	47	6	3	868.23	1736.46	95	1
adam9	33	48	11	6	807.84	1615.68	95	1
adamts1	37	88	5	5	936.5400000000001	1873.0800000000002	95	1
adamts10	23	84	5	20	1116.72	2233.44	95	1
adamts12	67	89	27	22	1545.39	3090.78	95	1
adamts13	83	117	21	20	1355.3100000000002	2710.6200000000003	95	1
adamts15a	46	80	8	4	943.47	1886.94	95	1
adamts17	45	68	10	12	1087.02	2174.04	95	1
adamts18	30	65	8	23	1240.47	2480.94	95	1
adamts3	26	35	23	12	1173.15	2346.3	95	1
adamts6	7	43	10	15	1110.78	2221.56	95	1
adamtsl2	39	60	8	6	933.57	1867.14	95	1
adamtsl3	93	155	15	19	1809.0600000000002	3618.1200000000003	95	1
adamtsl4	36	72	13	13	1177.1100000000001	2354.2200000000003	95	1
adamtsl5	9	16	0	0	540.5400000000001	1081.0800000000002	95	1
adamtsl7	4	2	6	1	687.0600000000001	1374.1200000000001	95	1
adap2	15	27	9	8	374.22	748.44	95	1
adar	43	107	15	11	1363.23	2726.46	95	1
adarb1a	16	47	5	7	759.6600000000001	1519.3200000000002	95	1
adarb1b	9	66	2	5	738.5400000000001	1477.0800000000002	95	1
adarb2	13	48	5	6	749.4300000000001	1498.8600000000001	95	1
adat1	16	20	9	4	483.12	966.24	95	1
adat2	9	1	1	0	185.13	370.26	95	1
adat3	25	18	6	3	348.48	696.96	95	1
adck1	9	30	2	6	513.8100000000001	1027.6200000000001	95	1
adck2	24	40	3	7	597.96	1195.92	95	1
adck5	6	35	5	8	574.2	1148.4	95	1
adcy2a	31	100	3	10	1237.5	2475	95	1
adcy3a	10	62	1	11	1113.75	2227.5	95	1
adcy5	41	41	28	7	1177.1100000000001	2354.2200000000003	95	1
adcy7	26	57	0	0	1097.91	2195.82	95	1
adcy8	14	50	9	9	1223.64	2447.28	95	1
adcy9	49	135	12	18	1445.4	2890.8	95	1
adcyap1a	5	19	4	3	218.13000000000002	436.26000000000005	95	1
adcyap1b	7	12	2	0	197.01000000000002	394.02000000000004	95	1
adcyap1r1a	12	25	2	3	475.20000000000005	950.4000000000001	95	1
adcyap1r1b	6	25	0	3	512.82	1025.64	95	1
add1	2	48	9	9	783.09	1566.18	95	1
add2	7	36	6	12	660.33	1320.66	95	1
add3a	18	32	14	7	690.0300000000001	1380.0600000000002	95	1
add3b	20	49	5	6	677.1600000000001	1354.3200000000002	95	1
adgb	89	84	32	27	1487.64	2975.28	95	1
adgra1a	34	62	2	9	662.3100000000001	1324.6200000000001	95	1
adgra2	56	133	9	16	1360.26	2720.52	95	1
adgra3	50	118	7	11	1355.3100000000002	2710.6200000000003	95	1
adgrb1a	31	96	12	10	1608.75	3217.5	95	1
adgrb2	42	131	5	18	1765.17	3530.34	95	1
adgrb3	12	87	4	10	1541.43	3082.86	95	1
adgrd1	28	44	7	9	875.1600000000001	1750.3200000000002	95	1
adgrd2	55	69	2	6	1088.67	2177.34	95	1
adgrf3a	78	33	40	15	1003.86	2007.72	95	1
adgrg1	43	26	21	10	638.5500000000001	1277.1000000000001	95	1
adgrg2a	82	53	15	4	759.33	1518.66	95	1
adgrg4a	68	51	18	17	1213.74	2427.48	95	1
adgrg6	46	45	27	20	1258.29	2516.58	95	1
adgrl1a	16	98	7	13	1515.69	3031.38	95	1
adgrl2a	16	116	9	11	1586.97	3173.94	95	1
adgrl3.1	16	86	17	16	1665.18	3330.36	95	1
adgrl4	39	41	4	11	738.5400000000001	1477.0800000000002	95	1
adgrv1	291	445	42	53	6136.02	12272.04	95	1
adhfe1	11	21	2	5	462.33000000000004	924.6600000000001	95	1
adi1	11	8	0	4	178.20000000000002	356.40000000000003	95	1
adipor1a	1	21	3	3	373.23	746.46	95	1
adipor2	13	20	3	4	429.66	859.32	95	1
adka	9	24	2	2	371.91	743.82	95	1
adkb	4	24	1	5	352.11	704.22	95	1
adm2a	6	10	2	2	170.28	340.56	95	1
adm2b	10	11	1	1	169.29000000000002	338.58000000000004	95	1
adma	11	15	0	0	165.33	330.66	95	1
admb	9	6	0	1	154.44	308.88	95	1
adnp2b	55	81	9	12	982.08	1964.16	95	1
adnpa	45	83	12	12	837.5400000000001	1675.0800000000002	95	1
adnpb	6	14	3	2	1058.31	2116.62	95	1
adoa	26	16	5	6	256.41	512.82	95	1
adob	6	7	0	2	254.43	508.86	95	1
adora1b	1	0	2	0	319.11	638.22	95	1
adora2aa	10	15	2	5	438.57	877.14	95	1
adora2ab	47	57	7	7	464.31	928.62	95	1
adora2b	11	36	1	1	349.47	698.94	95	1
adpgk	16	37	28	17	491.04	982.08	95	1
adpgk2	10	38	0	0	487.08000000000004	974.1600000000001	95	1
adprh	4	4	3	1	391.71000000000004	783.4200000000001	95	1
adprhl1	8	15	0	0	324.72	649.44	95	1
adprm	30	15	6	4	332.31	664.62	95	1
adprs	7	34	1	1	387.09000000000003	774.1800000000001	95	1
adra1aa	16	58	1	6	480.15000000000003	960.3000000000001	95	1
adra1ab	18	46	5	6	472.23	944.46	95	1
adra1d	29	67	5	12	497.97	995.94	95	1
adra2a	20	55	8	8	418.77000000000004	837.5400000000001	95	1
adra2b	9	39	11	8	526.6800000000001	1053.3600000000001	95	1
adra2c	7	52	2	9	446.49	892.98	95	1
adra2db	14	36	3	6	422.73	845.46	95	1
adrb1	12	27	1	0	395.01	790.02	95	1
adrb2a	22	29	5	5	419.76000000000005	839.5200000000001	95	1
adrb3a	18	32	2	3	458.70000000000005	917.4000000000001	95	1
adsl	4	35	3	1	477.18	954.36	95	1
adss1	5	44	2	6	453.42	906.84	95	1
adss2	11	22	1	3	455.40000000000003	910.8000000000001	95	1
adssl	12	37	2	2	469.26000000000005	938.5200000000001	95	1
aebp1	45	41	18	10	1012.7700000000001	2025.5400000000002	95	1
aebp2	3	21	5	6	442.53000000000003	885.0600000000001	95	1
afap1	23	54	4	7	810.1500000000001	1620.3000000000002	95	1
afap1l1a	23	51	3	9	781.11	1562.22	95	1
afap1l2	25	50	14	10	898.26	1796.52	95	1
afdna	32	105	25	20	1959.21	3918.42	95	1
aff1	83	79	20	20	1139.49	2278.98	95	1
aff2	53	86	20	14	1518.66	3037.32	95	1
aff3	65	64	13	16	1221.66	2443.32	95	1
aff4	36	67	14	10	1146.42	2292.84	95	1
afg1la	20	40	5	7	463.32000000000005	926.6400000000001	95	1
afg1lb	33	25	6	6	506.88	1013.76	95	1
afg3l2	9	45	8	5	788.0400000000001	1576.0800000000002	95	1
afmid	9	14	3	1	290.07	580.14	95	1
afp4	3	1	2	1	142.56	285.12	95	1
aftpha	47	40	26	13	853.38	1706.76	95	1
aftphb	35	11	16	7	701.9100000000001	1403.8200000000002	95	1
aga	4	9	7	1	335.61	671.22	95	1
agap1	39	67	24	21	1218.69	2437.38	95	1
agap2	56	105	20	18	1223.97	2447.94	95	1
agap3	33	49	14	5	1479.72	2959.44	95	1
agbl2	56	59	7	10	975.1500000000001	1950.3000000000002	95	1
agbl4	13	29	2	9	519.75	1039.5	95	1
agbl5	42	60	6	12	1028.28	2056.56	95	1
agfg1a	12	30	5	5	577.1700000000001	1154.3400000000001	95	1
agfg1b	28	26	3	5	464.31	928.62	95	1
agfg2	17	17	11	8	493.02000000000004	986.0400000000001	95	1
aggf1	43	49	5	6	768.57	1537.14	95	1
agk	16	23	4	3	419.76000000000005	839.5200000000001	95	1
agla	36	62	8	19	1565.52	3131.04	95	1
agmat	16	26	0	3	357.39000000000004	714.7800000000001	95	1
agmo	21	15	6	4	482.13	964.26	95	1
ago1	0	48	5	9	808.5	1617	95	1
ago2	3	62	0	11	874.1700000000001	1748.3400000000001	95	1
ago3b	0	56	1	11	874.1700000000001	1748.3400000000001	95	1
ago4	0	56	2	10	879.12	1758.24	95	1
agpat2	3	13	3	3	268.29	536.58	95	1
agpat3	13	24	2	3	374.22	748.44	95	1
agpat4	11	30	5	6	374.22	748.44	95	1
agpat5	7	30	2	3	369.27000000000004	738.5400000000001	95	1
agpat9l	4	23	2	2	440.55	881.1	95	1
agps	17	37	4	1	625.6800000000001	1251.3600000000001	95	1
agr1	8	7	6	1	165	330	95	1
agr2	2	8	0	5	165.33	330.66	95	1
agrn	98	123	50	17	2149.62	4299.24	95	1
agt	20	33	5	3	456.39000000000004	912.7800000000001	95	1
agtpbp1	21	63	8	13	1254.3300000000002	2508.6600000000003	95	1
agtr1b	13	40	5	3	363.33000000000004	726.6600000000001	95	1
agxta	8	17	1	3	388.08000000000004	776.1600000000001	95	1
agxtb	7	37	1	6	425.70000000000005	851.4000000000001	95	1
ahctf1	113	185	0	0	2648.25	5296.5	95	1
ahcy	6	31	5	6	429.66	859.32	95	1
ahcyl1	3	41	1	7	561.33	1122.66	95	1
ahcyl2b	8	37	4	3	596.97	1193.94	95	1
ahdc1	52	82	19	27	1526.5800000000002	3053.1600000000003	95	1
ahi1	78	84	7	13	1195.92	2391.84	95	1
ahnak	144	117	149	75	4088.3700000000003	8176.740000000001	95	1
ahr1b	42	34	14	4	843.48	1686.96	95	1
ahrra	38	59	6	9	682.11	1364.22	95	1
ahsa1b	10	27	2	2	334.62	669.24	95	1
aicda	18	22	3	1	235.29000000000002	470.58000000000004	95	1
aida	22	21	0	3	367.29	734.58	95	1
aif1l	2	13	0	3	146.52	293.04	95	1
aifm1	22	61	2	5	713.7900000000001	1427.5800000000002	95	1
aifm2	21	24	2	2	369.27000000000004	738.5400000000001	95	1
aifm4	21	30	2	5	557.37	1114.74	95	1
aig1	3	3	4	3	231.66000000000003	463.32000000000005	95	1
aimp1a	6	23	13	9	317.79	635.58	95	1
aimp2	11	25	3	3	309.87	619.74	95	1
aipl1	8	18	7	2	324.72	649.44	95	1
aire	13	22	4	1	524.7	1049.4	95	1
ajap1	12	30	2	4	391.05	782.1	95	1
ajm1	25	95	1	9	1080.0900000000001	2160.1800000000003	95	1
ajuba	14	28	23	13	720.0600000000001	1440.1200000000001	95	1
ak1	2	18	3	3	192.06	384.12	95	1
ak2	6	14	4	3	241.56	483.12	95	1
ak3	8	10	3	3	221.76000000000002	443.52000000000004	95	1
ak4	5	7	1	4	244.53	489.06	95	1
ak5	8	24	5	6	554.4	1108.8	95	1
ak6	1	10	1	0	173.25	346.5	95	1
ak7a	49	42	9	5	692.01	1384.02	95	1
ak7b	41	23	11	8	734.58	1469.16	95	1
ak8	4	3	1	3	442.53000000000003	885.0600000000001	95	1
ak9	140	124	24	16	1697.8500000000001	3395.7000000000003	95	1
akap10	23	34	4	2	607.86	1215.72	95	1
akap11	82	179	22	28	1878.0300000000002	3756.0600000000004	95	1
akap12a	173	113	38	18	2340.36	4680.72	95	1
akap12b	102	117	16	18	1461.5700000000002	2923.1400000000003	95	1
akap17a	33	68	14	7	678.15	1356.3	95	1
akap1b	67	80	10	14	839.5200000000001	1679.0400000000002	95	1
akap6	108	96	40	33	2191.86	4383.72	95	1
akap8l	9	24	8	15	693.99	1387.98	95	1
akap9	276	293	42	27	4054.05	8108.1	95	1
akip1	3	5	0	1	166.32000000000002	332.64000000000004	95	1
akirin1	1	5	3	4	186.12	372.24	95	1
akirin2	5	15	1	1	178.20000000000002	356.40000000000003	95	1
akna	56	44	32	16	1308.1200000000001	2616.2400000000002	95	1
akr1a1a	11	23	3	3	321.75	643.5	95	1
akr1a1b	9	22	10	3	449.46000000000004	898.9200000000001	95	1
akr7a3	15	28	3	4	356.40000000000003	712.8000000000001	95	1
akt1	0	26	6	9	469.26000000000005	938.5200000000001	95	1
akt1s1	16	27	8	4	351.45	702.9	95	1
akt2	4	21	0	1	478.17	956.34	95	1
akt3a	0	28	4	6	475.20000000000005	950.4000000000001	95	1
akt3b	6	16	5	7	504.90000000000003	1009.8000000000001	95	1
alad	3	16	0	2	328.68	657.36	95	1
alas1	12	51	3	5	623.7	1247.4	95	1
alas2	17	34	5	8	609.84	1219.68	95	1
alcama	37	29	0	0	568.26	1136.52	95	1
aldh16a1	28	38	0	0	767.58	1535.16	95	1
aldh18a1	16	39	0	4	691.02	1382.04	95	1
aldh1a2	8	30	0	0	513.8100000000001	1027.6200000000001	95	1
aldh1a3	9	24	4	3	501.93	1003.86	95	1
aldh1l1	29	70	3	8	893.97	1787.94	95	1
aldh1l2	15	69	5	7	920.7	1841.4	95	1
aldh3a2b	18	21	4	3	485.1	970.2	95	1
aldh3b1	13	37	0	0	465.3	930.6	95	1
aldh3b2	16	47	3	2	497.97	995.94	95	1
aldh4a1	14	32	3	4	551.4300000000001	1102.8600000000001	95	1
aldh5a1	19	31	0	3	503.91	1007.82	95	1
aldh6a1	5	39	5	6	521.73	1043.46	95	1
aldh7a1	1	45	0	6	551.1	1102.2	95	1
aldh8a1	6	22	15	8	493.02000000000004	986.0400000000001	95	1
aldh9a1a.1	25	45	9	5	531.63	1063.26	95	1
aldh9a1b	17	36	1	6	512.82	1025.64	95	1
aldoab	6	28	0	3	360.36	720.72	95	1
aldob	11	21	6	2	361.35	722.7	95	1
aldoca	6	38	3	3	360.36	720.72	95	1
aldocb	2	16	1	3	360.36	720.72	95	1
alg1	28	23	6	4	485.1	970.2	95	1
alg10	16	31	4	8	470.25	940.5	95	1
alg11	16	44	2	6	492.03000000000003	984.0600000000001	95	1
alg12	18	29	2	3	483.12	966.24	95	1
alg13	19	49	15	18	906.84	1813.68	95	1
alg14	4	19	2	10	282.15000000000003	564.3000000000001	95	1
alg2	12	48	3	3	401.94	803.88	95	1
alg3	12	37	2	2	435.6	871.2	95	1
alg5	7	33	1	6	319.77000000000004	639.5400000000001	95	1
alg6	17	29	4	4	501.93	1003.86	95	1
alg8	11	26	5	2	524.7	1049.4	95	1
alg9	10	36	2	2	607.86	1215.72	95	1
alkal1	7	3	2	0	155.43	310.86	95	1
alkbh1	6	7	4	6	283.14	566.28	95	1
alkbh2	23	18	1	2	255.42000000000002	510.84000000000003	95	1
alkbh3	9	14	3	5	297	594	95	1
alkbh4	22	27	2	6	277.2	554.4	95	1
alkbh5	9	29	2	3	408.87	817.74	95	1
alkbh6	9	26	3	6	232.65	465.3	95	1
alkbh7	12	18	0	1	228.69	457.38	95	1
alkbh8	31	26	9	7	724.6800000000001	1449.3600000000001	95	1
allc	17	15	5	4	394.02000000000004	788.0400000000001	95	1
alms1	196	146	38	19	2134.44	4268.88	95	1
alox12	39	48	6	4	664.2900000000001	1328.5800000000002	95	1
alox5a	29	71	5	8	668.25	1336.5	95	1
alp3	16	21	6	3	523.71	1047.42	95	1
alpi.1	13	60	1	1	533.61	1067.22	95	1
alpk1	76	78	5	11	1094.94	2189.88	95	1
alpk2	93	82	28	24	1438.47	2876.94	95	1
alpk3a	211	196	34	26	1794.8700000000001	3589.7400000000002	95	1
alpl	17	42	9	2	521.73	1043.46	95	1
als2b	69	108	25	14	1642.41	3284.82	95	1
alx1	5	9	6	1	315.81	631.62	95	1
alx3	7	26	6	2	363.33000000000004	726.6600000000001	95	1
alx4a	9	34	0	0	369.27000000000004	738.5400000000001	95	1
alx4b	5	38	5	5	365.31	730.62	95	1
alyref	2	18	1	3	268.29	536.58	95	1
amacr	15	33	4	2	388.08000000000004	776.1600000000001	95	1
ambra1b	39	114	32	22	1322.64	2645.28	95	1
amd1	1	14	0	3	333.63	667.26	95	1
amdhd1	9	25	3	3	428.67	857.34	95	1
amdhd2	12	24	5	2	402.93	805.86	95	1
amer2	21	43	12	6	689.0400000000001	1378.0800000000002	95	1
amh	28	28	11	7	514.8000000000001	1029.6000000000001	95	1
amigo1	22	41	6	4	504.90000000000003	1009.8000000000001	95	1
amigo3	29	61	8	5	555.39	1110.78	95	1
ammecr1	2	8	2	0	335.61	671.22	95	1
amn	13	19	3	1	470.25	940.5	95	1
amot	60	60	16	12	1087.02	2174.04	95	1
amotl2a	43	54	9	7	688.0500000000001	1376.1000000000001	95	1
ampd2b	16	61	1	7	820.71	1641.42	95	1
ampd3a	29	48	0	0	768.24	1536.48	95	1
ampd3b	27	60	8	4	779.46	1558.92	95	1
amph	18	31	4	7	760.32	1520.64	95	1
amt	9	19	1	4	409.86	819.72	95	1
anapc1	32	81	30	19	1946.3400000000001	3892.6800000000003	95	1
anapc10	0	6	0	2	185.13	370.26	95	1
anapc11	1	6	0	0	85.14	170.28	95	1
anapc13	0	8	1	1	74.25	148.5	95	1
anapc15	0	11	0	1	121.77000000000001	243.54000000000002	95	1
anapc16	0	2	1	1	107.91000000000001	215.82000000000002	95	1
anapc2	22	51	13	8	805.86	1611.72	95	1
anapc4	19	49	6	4	797.94	1595.88	95	1
anapc5	12	68	8	15	766.26	1532.52	95	1
anapc7	6	33	1	5	560.34	1120.68	95	1
and1	11	23	8	5	642.51	1285.02	95	1
and2	37	52	15	6	581.13	1162.26	95	1
and3	24	17	7	6	303.93	607.86	95	1
angel1	64	54	23	7	759.33	1518.66	95	1
angel2	9	14	18	13	541.53	1083.06	95	1
angpt1	7	37	6	5	524.7	1049.4	95	1
angpt2a	25	21	7	1	489.06	978.12	95	1
angpt2b	11	24	7	4	496.98	993.96	95	1
angptl1a	18	33	2	6	481.14000000000004	962.2800000000001	95	1
angptl1b	13	49	0	4	480.15000000000003	960.3000000000001	95	1
angptl2b	13	39	1	3	509.85	1019.7	95	1
angptl3	17	30	0	5	469.26000000000005	938.5200000000001	95	1
angptl4	18	44	8	4	464.31	928.62	95	1
angptl5	8	22	2	7	382.14000000000004	764.2800000000001	95	1
angptl6	27	38	5	3	509.19	1018.38	95	1
